CCD,PDB,nuc_len,prot_len,split,json
8OG,3RJI,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJI/8OG_3RJI.json
8OG,3RJJ,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJJ/8OG_3RJJ.json
8OG,3RJK,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJK/8OG_3RJK.json
8OG,4GXI,31,329,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4GXI/8OG_4GXI.json
8OG,4RPX,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RPX/8OG_4RPX.json
8OG,4RPY,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RPY/8OG_4RPY.json
8OG,4RPZ,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RPZ/8OG_4RPZ.json
8OG,4RQ0,32,327,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ0/8OG_4RQ0.json
8OG,4RQ1,32,324,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ1/8OG_4RQ1.json
8OG,4RQ2,32,333,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ2/8OG_4RQ2.json
8OG,4RQ3,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ3/8OG_4RQ3.json
8OG,4RQ4,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ4/8OG_4RQ4.json
8OG,4RQ5,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ5/8OG_4RQ5.json
8OG,4RQ6,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ6/8OG_4RQ6.json
8OG,4RQ7,32,325,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ7/8OG_4RQ7.json
8OG,4RQ8,32,333,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ8/8OG_4RQ8.json
8OG,4UAY,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4UAY/8OG_4UAY.json
8OG,4UAZ,32,325,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4UAZ/8OG_4UAZ.json
8OG,4UBB,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4UBB/8OG_4UBB.json
8OG,5IIK,22,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIK/8OG_5IIK.json
8OG,5IIL,22,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIL/8OG_5IIL.json
8OG,5IIM,21,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIM/8OG_5IIM.json
8OG,5IIN,21,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIN/8OG_5IIN.json
8OG,5IIO,21,327,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIO/8OG_5IIO.json
8OG,5KN9,20,222,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5KN9/8OG_5KN9.json
8OG,5V1I,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5V1I/8OG_5V1I.json
8OG,5V1O,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5V1O/8OG_5V1O.json
8OG,5V1P,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5V1P/8OG_5V1P.json
8OG,5V1R,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5V1R/8OG_5V1R.json
8OG,5VEZ,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VEZ/8OG_5VEZ.json
8OG,5VRX,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VRX/8OG_5VRX.json
8OG,5VRY,32,327,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VRY/8OG_5VRY.json
8OG,5VS0,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS0/8OG_5VS0.json
8OG,5VS1,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS1/8OG_5VS1.json
8OG,5VS2,31,328,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS2/8OG_5VS2.json
8OG,5VS3,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS3/8OG_5VS3.json
8OG,5VS4,32,327,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS4/8OG_5VS4.json
8OG,6W2M,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/6W2M/8OG_6W2M.json
8OG,7KTN,18,325,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/7KTN/8OG_7KTN.json
8OG,7P8L,18,242,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/7P8L/8OG_7P8L.json
8OG,7SUV,42,552,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/7SUV/8OG_7SUV.json
8OG,7SVB,42,552,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/7SVB/8OG_7SVB.json
8OG,8BAF,14,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8BAF/8OG_8BAF.json
8OG,8BAG,14,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8BAG/8OG_8BAG.json
8OG,8UUC,22,274,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8UUC/8OG_8UUC.json
8OG,8VWS,294,743,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8VWS/8OG_8VWS.json
8OG,8VWU,294,757,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8VWU/8OG_8VWU.json
8OG,8VX5,311,774,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8VX5/8OG_8VX5.json
8OG,8XWC,31,316,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8XWC/8OG_8XWC.json
8OG,9KKY,19,313,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9KKY/8OG_9KKY.json
8OG,9KL8,19,313,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9KL8/8OG_9KL8.json
8OG,9NKC,30,341,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9NKC/8OG_9NKC.json
8OG,9NKD,28,341,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9NKD/8OG_9NKD.json
8OG,9NKE,30,341,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9NKE/8OG_9NKE.json
A23,1D4R,87,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/1D4R/A23_1D4R.json
A23,1M5V,113,94,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/1M5V/A23_1M5V.json
A23,2GCV,143,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2GCV/A23_2GCV.json
A23,2GJW,37,612,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2GJW/A23_2GJW.json
A23,2H0W,143,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2H0W/A23_2H0W.json
A23,2HO6,143,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2HO6/A23_2HO6.json
A23,2HO7,144,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2HO7/A23_2HO7.json
A23,2XD0,108,486,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2XD0/A23_2XD0.json
A23,2XDB,36,162,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2XDB/A23_2XDB.json
A23,4ATO,34,168,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/4ATO/A23_4ATO.json
A23,4P5J,84,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/4P5J/A23_4P5J.json
A23,4RMO,90,300,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/4RMO/A23_4RMO.json
A23,6OV0,7,865,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/6OV0/A23_6OV0.json
A23,7YGL,4,362,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/7YGL/A23_7YGL.json
A2M,168D,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/168D/A2M_168D.json
A2M,1X9C,62,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/1X9C/A2M_1X9C.json
A2M,1ZFT,61,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/1ZFT/A2M_1ZFT.json
A2M,2D2K,61,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/2D2K/A2M_2D2K.json
A2M,2FIJ,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/2FIJ/A2M_2FIJ.json
A2M,2FIL,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/2FIL/A2M_2FIL.json
A2M,2NZ4,154,94,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/2NZ4/A2M_2NZ4.json
A2M,3G8S,154,94,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/3G8S/A2M_3G8S.json
A2M,3G8T,154,90,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/3G8T/A2M_3G8T.json
A2M,3G96,154,90,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/3G96/A2M_3G96.json
A2M,3L3C,154,90,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/3L3C/A2M_3L3C.json
A2M,7DID,4,644,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/7DID/A2M_7DID.json
A2M,8VUO,5,419,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/8VUO/A2M_8VUO.json
A2M,9AUR,22,443,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/9AUR/A2M_9AUR.json
A3P,1OUQ,74,654,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A3P/1OUQ/A3P_1OUQ.json
A3P,1Q3V,74,654,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A3P/1Q3V/A3P_1Q3V.json
A40,1D35,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A40/1D35/A40_1D35.json
A40,2D34,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A40/2D34/A40_2D34.json
A47,1EDR,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A47/1EDR/A47_1EDR.json
A47,456D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A47/456D/A47_456D.json
A47,457D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A47/457D/A47_457D.json
A5M,1YRM,32,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A5M/1YRM/A5M_1YRM.json
A5M,1YZD,32,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A5M/1YZD/A5M_1YZD.json
A5M,1Z79,32,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A5M/1Z79/A5M_1Z79.json
AS,1D14,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/1D14/AS_1D14.json
AS,1D21,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/1D21/AS_1D21.json
AS,1D22,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/1D22/AS_1D22.json
AS,7CCD,20,169,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/7CCD/AS_7CCD.json
AS,7CCJ,16,159,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/7CCJ/AS_7CCJ.json
ATM,1N5Y,41,1423,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ATM/1N5Y/ATM_1N5Y.json
ATM,1N6Q,44,1423,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ATM/1N6Q/ATM_1N6Q.json
ATM,3KLH,45,1422,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ATM/3KLH/ATM_3KLH.json
AVC,1M5O,113,92,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AVC/1M5O/AVC_1M5O.json
B8T,6WY2,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/B8T/6WY2/B8T_6WY2.json
BGM,1MDG,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/1MDG/BGM_1MDG.json
BGM,1N7A,48,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/1N7A/BGM_1N7A.json
BGM,1N7B,48,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/1N7B/BGM_1N7B.json
BGM,2AWE,48,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/2AWE/BGM_2AWE.json
BGM,4NLK,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/4NLK/BGM_4NLK.json
BGM,4NM1,32,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/4NM1/BGM_4NM1.json
BGM,4XSN,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/4XSN/BGM_4XSN.json
BGM,6JKN,21,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/6JKN/BGM_6JKN.json
BOE,1YBC,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BOE/1YBC/BOE_1YBC.json
BRU,115D,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/115D/BRU_115D.json
BRU,165D,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/165D/BRU_165D.json
BRU,1AIO,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1AIO/BRU_1AIO.json
BRU,1D3R,21,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1D3R/BRU_1D3R.json
BRU,1D9R,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1D9R/BRU_1D9R.json
BRU,1DA1,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1DA1/BRU_1DA1.json
BRU,1DCR,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1DCR/BRU_1DCR.json
BRU,1DP7,16,76,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1DP7/BRU_1DP7.json
BRU,1FN1,11,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1FN1/BRU_1FN1.json
BRU,1GQU,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1GQU/BRU_1GQU.json
BRU,1IHA,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1IHA/BRU_1IHA.json
BRU,1J6S,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1J6S/BRU_1J6S.json
BRU,1JPQ,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1JPQ/BRU_1JPQ.json
BRU,1JXL,27,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1JXL/BRU_1JXL.json
BRU,1K8P,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1K8P/BRU_1K8P.json
BRU,1P54,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1P54/BRU_1P54.json
BRU,1R71,34,230,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1R71/BRU_1R71.json
BRU,1SM5,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1SM5/BRU_1SM5.json
BRU,1WTP,16,64,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1WTP/BRU_1WTP.json
BRU,1ZET,26,388,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/1ZET/BRU_1ZET.json
BRU,2AVJ,22,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2AVJ/BRU_2AVJ.json
BRU,2DLJ,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2DLJ/BRU_2DLJ.json
BRU,2GPX,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2GPX/BRU_2GPX.json
BRU,2H05,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2H05/BRU_2H05.json
BRU,2OBZ,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2OBZ/BRU_2OBZ.json
BRU,2ORF,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2ORF/BRU_2ORF.json
BRU,2ORG,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2ORG/BRU_2ORG.json
BRU,2W36,16,224,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2W36/BRU_2W36.json
BRU,2W7N,36,189,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/2W7N/BRU_2W7N.json
BRU,344D,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/344D/BRU_344D.json
BRU,366D,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/366D/BRU_366D.json
BRU,3BS1,32,103,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3BS1/BRU_3BS1.json
BRU,3GDD,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3GDD/BRU_3GDD.json
BRU,3OGD,18,288,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BRU/3OGD/BRU_3OGD.json
