CCD	PDB	Nucleotide	Has_Protein	Category	JSON
8OG	2C2E	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2C2E/8OG_2C2E.json
8OG	2C2R	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2C2R/8OG_2C2R.json
8OG	2F5Q	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2F5Q/8OG_2F5Q.json
8OG	2F5S	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2F5S/8OG_2F5S.json
8OG	2UVR	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2UVR/8OG_2UVR.json
8OG	2UVU	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2UVU/8OG_2UVU.json
8OG	2UVV	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2UVV/8OG_2UVV.json
8OG	2UVW	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2UVW/8OG_2UVW.json
8OG	2XCA	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2XCA/8OG_2XCA.json
8OG	2XCP	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2XCP/8OG_2XCP.json
8OG	2XHI	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2XHI/8OG_2XHI.json
8OG	3CVS	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3CVS/8OG_3CVS.json
8OG	3CVT	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3CVT/8OG_3CVT.json
8OG	3CW7	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3CW7/8OG_3CW7.json
8OG	3CWA	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3CWA/8OG_3CWA.json
8OG	3GII	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GII/8OG_3GII.json
8OG	3GIK	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GIK/8OG_3GIK.json
8OG	3GIM	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GIM/8OG_3GIM.json
8OG	3GPY	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GPY/8OG_3GPY.json
8OG	3GQ4	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GQ4/8OG_3GQ4.json
8OG	3I0W	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3I0W/8OG_3I0W.json
8OG	3I0X	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3I0X/8OG_3I0X.json
8OG	3KNT	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3KNT/8OG_3KNT.json
8OG	3RJE	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJE/8OG_3RJE.json
8OG	3RJF	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJF/8OG_3RJF.json
8OG	3RJG	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJG/8OG_3RJG.json
8OG	3RJH	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJH/8OG_3RJH.json
8OG	3RJI	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJI/8OG_3RJI.json
8OG	3RJJ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJJ/8OG_3RJJ.json
8OG	3RJK	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJK/8OG_3RJK.json
8OG	4GXI	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4GXI/8OG_4GXI.json
8OG	4RPX	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RPX/8OG_4RPX.json
8OG	4RPY	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RPY/8OG_4RPY.json
8OG	4RPZ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RPZ/8OG_4RPZ.json
8OG	4RQ0	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ0/8OG_4RQ0.json
8OG	4RQ1	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ1/8OG_4RQ1.json
8OG	4RQ2	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ2/8OG_4RQ2.json
8OG	4RQ3	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ3/8OG_4RQ3.json
8OG	4RQ4	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ4/8OG_4RQ4.json
8OG	4RQ5	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ5/8OG_4RQ5.json
8OG	4RQ6	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ6/8OG_4RQ6.json
8OG	4RQ7	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ7/8OG_4RQ7.json
8OG	4RQ8	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4RQ8/8OG_4RQ8.json
8OG	4UAY	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4UAY/8OG_4UAY.json
8OG	4UAZ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4UAZ/8OG_4UAZ.json
8OG	4UBB	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/4UBB/8OG_4UBB.json
8OG	5IIK	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIK/8OG_5IIK.json
8OG	5IIL	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIL/8OG_5IIL.json
8OG	5IIM	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIM/8OG_5IIM.json
8OG	5IIN	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIN/8OG_5IIN.json
8OG	5IIO	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5IIO/8OG_5IIO.json
8OG	5KN9	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5KN9/8OG_5KN9.json
8OG	5V1I	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5V1I/8OG_5V1I.json
8OG	5V1O	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5V1O/8OG_5V1O.json
8OG	5V1P	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5V1P/8OG_5V1P.json
8OG	5V1R	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5V1R/8OG_5V1R.json
8OG	5VEZ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VEZ/8OG_5VEZ.json
8OG	5VRX	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VRX/8OG_5VRX.json
8OG	5VRY	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VRY/8OG_5VRY.json
8OG	5VS0	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS0/8OG_5VS0.json
8OG	5VS1	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS1/8OG_5VS1.json
8OG	5VS2	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS2/8OG_5VS2.json
8OG	5VS3	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS3/8OG_5VS3.json
8OG	5VS4	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/5VS4/8OG_5VS4.json
8OG	6W2M	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/6W2M/8OG_6W2M.json
8OG	7KTN	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/7KTN/8OG_7KTN.json
8OG	7P8L	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/7P8L/8OG_7P8L.json
8OG	7SUV	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/7SUV/8OG_7SUV.json
8OG	7SVB	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/7SVB/8OG_7SVB.json
8OG	8BAF	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8BAF/8OG_8BAF.json
8OG	8BAG	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8BAG/8OG_8BAG.json
8OG	8UUC	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8UUC/8OG_8UUC.json
8OG	8VWS	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8VWS/8OG_8VWS.json
8OG	8VWU	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8VWU/8OG_8VWU.json
8OG	8VX5	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8VX5/8OG_8VX5.json
8OG	8XWC	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/8XWC/8OG_8XWC.json
8OG	9KKY	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9KKY/8OG_9KKY.json
8OG	9KL8	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9KL8/8OG_9KL8.json
8OG	9NKC	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9NKC/8OG_9NKC.json
8OG	9NKD	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9NKD/8OG_9NKD.json
8OG	9NKE	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/9NKE/8OG_9NKE.json
A23	1D4R	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/1D4R/A23_1D4R.json
A23	1M5V	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/1M5V/A23_1M5V.json
A23	2GCV	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2GCV/A23_2GCV.json
A23	2GJW	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2GJW/A23_2GJW.json
A23	2H0W	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2H0W/A23_2H0W.json
A23	2HO6	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2HO6/A23_2HO6.json
A23	2HO7	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2HO7/A23_2HO7.json
A23	2XD0	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2XD0/A23_2XD0.json
A23	2XDB	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/2XDB/A23_2XDB.json
A23	4ATO	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/4ATO/A23_4ATO.json
A23	4P5J	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/4P5J/A23_4P5J.json
A23	4RMO	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/4RMO/A23_4RMO.json
A23	6OV0	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/6OV0/A23_6OV0.json
A23	7YGL	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A23/7YGL/A23_7YGL.json
A2M	168D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/168D/A2M_168D.json
A2M	1X9C	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/1X9C/A2M_1X9C.json
A2M	1ZFT	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/1ZFT/A2M_1ZFT.json
A2M	2D2K	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/2D2K/A2M_2D2K.json
A2M	2FIJ	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/2FIJ/A2M_2FIJ.json
A2M	2FIL	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/2FIL/A2M_2FIL.json
A2M	2NZ4	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/2NZ4/A2M_2NZ4.json
A2M	3G8S	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/3G8S/A2M_3G8S.json
A2M	3G8T	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/3G8T/A2M_3G8T.json
A2M	3G96	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/3G96/A2M_3G96.json
A2M	3L3C	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/3L3C/A2M_3L3C.json
A2M	7DID	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/7DID/A2M_7DID.json
A2M	8VUO	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/8VUO/A2M_8VUO.json
A2M	9AUR	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A2M/9AUR/A2M_9AUR.json
A3P	1OUQ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A3P/1OUQ/A3P_1OUQ.json
A3P	1Q3V	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A3P/1Q3V/A3P_1Q3V.json
A40	1D35	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A40/1D35/A40_1D35.json
A40	2D34	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A40/2D34/A40_2D34.json
A47	1EDR	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A47/1EDR/A47_1EDR.json
A47	456D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A47/456D/A47_456D.json
A47	457D	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A47/457D/A47_457D.json
A5M	1YRM	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A5M/1YRM/A5M_1YRM.json
A5M	1YZD	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A5M/1YZD/A5M_1YZD.json
A5M	1Z79	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/A5M/1Z79/A5M_1Z79.json
AS	1D14	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/1D14/AS_1D14.json
AS	1D21	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/1D21/AS_1D21.json
AS	1D22	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/1D22/AS_1D22.json
AS	7CCD	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/7CCD/AS_7CCD.json
AS	7CCJ	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AS/7CCJ/AS_7CCJ.json
ATM	1N5Y	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ATM/1N5Y/ATM_1N5Y.json
ATM	1N6Q	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ATM/1N6Q/ATM_1N6Q.json
ATM	3KLH	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/ATM/3KLH/ATM_3KLH.json
AVC	1M5O	RNA	Yes	RNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/AVC/1M5O/AVC_1M5O.json
B8T	6WY2	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/B8T/6WY2/B8T_6WY2.json
BGM	1MDG	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/1MDG/BGM_1MDG.json
BGM	1N7A	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/1N7A/BGM_1N7A.json
BGM	1N7B	RNA	No	RNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/1N7B/BGM_1N7B.json
BGM	2AWE	DNA	No	DNA	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/2AWE/BGM_2AWE.json
BGM	4NLK	DNA	Yes	DNA-protein	/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/BGM/4NLK/BGM_4NLK.json
