CCD,PDB,INF_WC,INF_all,TP_WC,FP_WC,FN_WC,TP_all,FP_all,FN_all,note,af3_path,exp_path
6OG,4OFH,0.978,0.9852,22,0,1,66,0,2,,../MODNAP_AF3_models/6OG/4OFH/af_output/6og_4ofh/6og_4ofh_model.cif,../MODNAP/6OG/4OFH/6OG_4OFH.pdb
6OG,4Z6F,1.0,0.9727,31,0,0,89,2,3,,../MODNAP_AF3_models/6OG/4Z6F/af_output/6og_4z6f/6og_4z6f_model.cif,../MODNAP/6OG/4Z6F/6OG_4Z6F.pdb
6OG,4ZYD,1.0,0.9872,23,0,0,77,1,1,,../MODNAP_AF3_models/6OG/4ZYD/af_output/6og_4zyd/6og_4zyd_model.cif,../MODNAP/6OG/4ZYD/6OG_4ZYD.pdb
70U,1FIR,0.9662,0.9478,57,3,1,127,7,7,,../MODNAP_AF3_models/70U/1FIR/af_output/70u_1fir/70u_1fir_model.cif,../MODNAP/70U/1FIR/70U_1FIR.pdb
77Y,6EO6,0.0,1.0,0,0,0,30,0,0,,../MODNAP_AF3_models/77Y/6EO6/af_output/77y_6eo6/77y_6eo6_model.cif,../MODNAP/77Y/6EO6/77Y_6EO6.pdb
7DA,1U1K,0.0,0.8,0,0,0,4,1,1,,../MODNAP_AF3_models/7DA/1U1K/af_output/7da_1u1k/7da_1u1k_model.cif,../MODNAP/7DA/1U1K/7DA_1U1K.pdb
7DA,3OPI,0.978,0.9651,22,1,0,69,3,2,,../MODNAP_AF3_models/7DA/3OPI/af_output/7da_3opi/7da_3opi_model.cif,../MODNAP/7DA/3OPI/7DA_3OPI.pdb
7GU,1U1M,0.0,0.9129,0,0,0,5,1,0,,../MODNAP_AF3_models/7GU/1U1M/af_output/7gu_1u1m/7gu_1u1m_model.cif,../MODNAP/7GU/1U1M/7GU_1U1M.pdb
7GU,2QEG,0.9813,0.9578,26,0,1,68,2,4,,../MODNAP_AF3_models/7GU/2QEG/af_output/7gu_2qeg/7gu_2qeg_model.cif,../MODNAP/7GU/2QEG/7GU_2QEG.pdb
8AA,5G34,0.9266,0.9336,25,1,3,84,4,8,,../MODNAP_AF3_models/8AA/5G34/af_output/8aa_5g34/8aa_5g34_model.cif,../MODNAP/8AA/5G34/8AA_5G34.pdb
8DT,6EO7,0.0,1.0,0,0,0,30,0,0,,../MODNAP_AF3_models/8DT/6EO7/af_output/8dt_6eo7/8dt_6eo7_model.cif,../MODNAP/8DT/6EO7/8DT_6EO7.pdb
8OG,178D,0.982,0.9726,27,1,0,70,4,0,,../MODNAP_AF3_models/8OG/178D/af_output/8og_178d/8og_178d_model.cif,../MODNAP/8OG/178D/8OG_178D.pdb
8OG,183D,1.0,0.9643,20,0,0,53,0,4,,../MODNAP_AF3_models/8OG/183D/af_output/8og_183d/8og_183d_model.cif,../MODNAP/8OG/183D/8OG_183D.pdb
8OG,1MQ3,1.0,0.9536,31,0,0,82,5,3,,../MODNAP_AF3_models/8OG/1MQ3/af_output/8og_1mq3/8og_1mq3_model.cif,../MODNAP/8OG/1MQ3/8OG_1MQ3.pdb
8OG,1R2Y,0.9524,0.9451,20,1,1,60,2,5,,../MODNAP_AF3_models/8OG/1R2Y/af_output/8og_1r2y/8og_1r2y_model.cif,../MODNAP/8OG/1R2Y/8OG_1R2Y.pdb
8OG,2ASD,0.8954,0.8841,21,1,4,71,4,15,,../MODNAP_AF3_models/8OG/2ASD/af_output/8og_2asd/8og_2asd_model.cif,../MODNAP/8OG/2ASD/8OG_2ASD.pdb
8OG,2ASL,0.8891,0.8894,20,2,3,68,6,11,,../MODNAP_AF3_models/8OG/2ASL/af_output/8og_2asl/8og_2asl_model.cif,../MODNAP/8OG/2ASL/8OG_2ASL.pdb
8OG,2C22,0.9868,0.9759,37,1,0,81,2,2,,../MODNAP_AF3_models/8OG/2C22/af_output/8og_2c22/8og_2c22_model.cif,../MODNAP/8OG/2C22/8OG_2C22.pdb
8OG,2C28,0.9744,0.9662,38,1,1,85,1,5,,../MODNAP_AF3_models/8OG/2C28/af_output/8og_2c28/8og_2c28_model.cif,../MODNAP/8OG/2C28/8OG_2C28.pdb
8OG,2C2D,0.9877,0.9711,40,0,1,84,2,3,,../MODNAP_AF3_models/8OG/2C2D/af_output/8og_2c2d/8og_2c2d_model.cif,../MODNAP/8OG/2C2D/8OG_2C2D.pdb
8OG,2C2E,0.975,0.9605,39,1,1,85,4,3,,../MODNAP_AF3_models/8OG/2C2E/af_output/8og_2c2e/8og_2c2e_model.cif,../MODNAP/8OG/2C2E/8OG_2C2E.pdb
8OG,2C2R,0.896,0.8198,34,2,6,68,12,18,,../MODNAP_AF3_models/8OG/2C2R/af_output/8og_2c2r/8og_2c2r_model.cif,../MODNAP/8OG/2C2R/8OG_2C2R.pdb
8OG,2F5Q,0.8903,0.9261,16,1,3,50,5,3,,../MODNAP_AF3_models/8OG/2F5Q/af_output/8og_2f5q/8og_2f5q_model.cif,../MODNAP/8OG/2F5Q/8OG_2F5Q.pdb
8OG,2F5S,0.95,0.9182,19,1,1,56,4,6,,../MODNAP_AF3_models/8OG/2F5S/af_output/8og_2f5s/8og_2f5s_model.cif,../MODNAP/8OG/2F5S/8OG_2F5S.pdb
8OG,2UVR,0.9744,0.9773,38,1,1,86,2,2,,../MODNAP_AF3_models/8OG/2UVR/af_output/8og_2uvr/8og_2uvr_model.cif,../MODNAP/8OG/2UVR/8OG_2UVR.pdb
8OG,2UVU,1.0,0.9831,39,0,0,87,1,2,,../MODNAP_AF3_models/8OG/2UVU/af_output/8og_2uvu/8og_2uvu_model.cif,../MODNAP/8OG/2UVU/8OG_2UVU.pdb
8OG,2UVV,1.0,0.9719,39,0,0,86,4,1,,../MODNAP_AF3_models/8OG/2UVV/af_output/8og_2uvv/8og_2uvv_model.cif,../MODNAP/8OG/2UVV/8OG_2UVV.pdb
8OG,2UVW,0.9871,0.9887,38,0,1,87,0,2,,../MODNAP_AF3_models/8OG/2UVW/af_output/8og_2uvw/8og_2uvw_model.cif,../MODNAP/8OG/2UVW/8OG_2UVW.pdb
8OG,2XCA,0.9864,0.9809,36,1,0,77,1,2,,../MODNAP_AF3_models/8OG/2XCA/af_output/8og_2xca/8og_2xca_model.cif,../MODNAP/8OG/2XCA/8OG_2XCA.pdb
8OG,2XCP,0.9864,0.9871,36,1,0,76,2,0,,../MODNAP_AF3_models/8OG/2XCP/af_output/8og_2xcp/8og_2xcp_model.cif,../MODNAP/8OG/2XCP/8OG_2XCP.pdb
8OG,2XHI,0.9661,0.9654,28,0,2,83,1,5,,../MODNAP_AF3_models/8OG/2XHI/af_output/8og_2xhi/8og_2xhi_model.cif,../MODNAP/8OG/2XHI/8OG_2XHI.pdb
8OG,3CVS,0.9798,0.9856,24,0,1,68,0,2,,../MODNAP_AF3_models/8OG/3CVS/af_output/8og_3cvs/8og_3cvs_model.cif,../MODNAP/8OG/3CVS/8OG_3CVS.pdb
8OG,3CVT,0.2674,0.2731,12,26,41,37,98,99,,../MODNAP_AF3_models/8OG/3CVT/af_output/8og_3cvt/8og_3cvt_model.cif,../MODNAP/8OG/3CVT/8OG_3CVT.pdb
8OG,3CW7,0.2711,0.2761,12,28,37,37,98,96,,../MODNAP_AF3_models/8OG/3CW7/af_output/8og_3cw7/8og_3cw7_model.cif,../MODNAP/8OG/3CW7/8OG_3CW7.pdb
8OG,3CWA,0.6797,0.8235,31,9,21,114,20,29,,../MODNAP_AF3_models/8OG/3CWA/af_output/8og_3cwa/8og_3cwa_model.cif,../MODNAP/8OG/3CWA/8OG_3CWA.pdb
8OG,3GII,0.9798,0.9651,24,1,0,83,3,3,,../MODNAP_AF3_models/8OG/3GII/af_output/8og_3gii/8og_3gii_model.cif,../MODNAP/8OG/3GII/8OG_3GII.pdb
8OG,3GIK,0.9336,0.9234,21,1,2,72,4,8,,../MODNAP_AF3_models/8OG/3GIK/af_output/8og_3gik/8og_3gik_model.cif,../MODNAP/8OG/3GIK/8OG_3GIK.pdb
8OG,3GIM,0.9789,0.9635,23,1,0,79,4,2,,../MODNAP_AF3_models/8OG/3GIM/af_output/8og_3gim/8og_3gim_model.cif,../MODNAP/8OG/3GIM/8OG_3GIM.pdb
8OG,3GPY,0.9509,0.9406,29,1,2,87,5,6,,../MODNAP_AF3_models/8OG/3GPY/af_output/8og_3gpy/8og_3gpy_model.cif,../MODNAP/8OG/3GPY/8OG_3GPY.pdb
8OG,3GQ4,0.9258,0.9204,24,0,4,57,2,8,,../MODNAP_AF3_models/8OG/3GQ4/af_output/8og_3gq4/8og_3gq4_model.cif,../MODNAP/8OG/3GQ4/8OG_3GQ4.pdb
8OG,3I0W,1.0,0.9781,22,0,0,67,2,1,,../MODNAP_AF3_models/8OG/3I0W/af_output/8og_3i0w/8og_3i0w_model.cif,../MODNAP/8OG/3I0W/8OG_3I0W.pdb
8OG,3I0X,0.9524,0.9635,20,1,1,66,2,3,,../MODNAP_AF3_models/8OG/3I0X/af_output/8og_3i0x/8og_3i0x_model.cif,../MODNAP/8OG/3I0X/8OG_3I0X.pdb
8OG,3KNT,0.9292,0.9721,26,1,3,87,2,3,,../MODNAP_AF3_models/8OG/3KNT/af_output/8og_3knt/8og_3knt_model.cif,../MODNAP/8OG/3KNT/8OG_3KNT.pdb
8OG,3RJE,1.0,0.9947,31,0,0,93,1,0,,../MODNAP_AF3_models/8OG/3RJE/af_output/8og_3rje/8og_3rje_model.cif,../MODNAP/8OG/3RJE/8OG_3RJE.pdb
8OG,3RJF,1.0,0.9778,31,0,0,88,3,1,,../MODNAP_AF3_models/8OG/3RJF/af_output/8og_3rjf/8og_3rjf_model.cif,../MODNAP/8OG/3RJF/8OG_3RJF.pdb
8OG,3RJG,1.0,0.9892,32,0,0,91,0,2,,../MODNAP_AF3_models/8OG/3RJG/af_output/8og_3rjg/8og_3rjg_model.cif,../MODNAP/8OG/3RJG/8OG_3RJG.pdb
8OG,3RJH,1.0,0.9834,31,0,0,89,2,1,,../MODNAP_AF3_models/8OG/3RJH/af_output/8og_3rjh/8og_3rjh_model.cif,../MODNAP/8OG/3RJH/8OG_3RJH.pdb
8OG,3RJI,0.9837,0.9783,30,0,1,90,1,3,,../MODNAP_AF3_models/8OG/3RJI/af_output/8og_3rji/8og_3rji_model.cif,../MODNAP/8OG/3RJI/8OG_3RJI.pdb
8OG,3RJJ,0.9856,0.9676,34,0,1,89,1,5,,../MODNAP_AF3_models/8OG/3RJJ/af_output/8og_3rjj/8og_3rjj_model.cif,../MODNAP/8OG/3RJJ/8OG_3RJJ.pdb
8OG,3RJK,1.0,0.9946,33,0,0,91,0,1,,../MODNAP_AF3_models/8OG/3RJK/af_output/8og_3rjk/8og_3rjk_model.cif,../MODNAP/8OG/3RJK/8OG_3RJK.pdb
8OG,4GXI,1.0,0.984,31,0,0,92,2,1,,../MODNAP_AF3_models/8OG/4GXI/af_output/8og_4gxi/8og_4gxi_model.cif,../MODNAP/8OG/4GXI/8OG_4GXI.pdb
8OG,4RPX,0.9661,0.937,28,0,2,80,1,10,,../MODNAP_AF3_models/8OG/4RPX/af_output/8og_4rpx/8og_4rpx_model.cif,../MODNAP/8OG/4RPX/8OG_4RPX.pdb
8OG,4RPY,0.9692,0.9556,31,0,2,85,1,7,,../MODNAP_AF3_models/8OG/4RPY/af_output/8og_4rpy/8og_4rpy_model.cif,../MODNAP/8OG/4RPY/8OG_4RPY.pdb
8OG,4RPZ,0.9549,0.9389,31,0,3,84,3,8,,../MODNAP_AF3_models/8OG/4RPZ/af_output/8og_4rpz/8og_4rpz_model.cif,../MODNAP/8OG/4RPZ/8OG_4RPZ.pdb
8OG,4RQ0,0.971,0.9678,33,2,0,90,4,2,,../MODNAP_AF3_models/8OG/4RQ0/af_output/8og_4rq0/8og_4rq0_model.cif,../MODNAP/8OG/4RQ0/8OG_4RQ0.pdb
8OG,4RQ1,0.9444,0.9529,34,2,2,91,5,4,,../MODNAP_AF3_models/8OG/4RQ1/af_output/8og_4rq1/8og_4rq1_model.cif,../MODNAP/8OG/4RQ1/8OG_4RQ1.pdb
8OG,4RQ2,1.0,0.9891,33,0,0,91,1,1,,../MODNAP_AF3_models/8OG/4RQ2/af_output/8og_4rq2/8og_4rq2_model.cif,../MODNAP/8OG/4RQ2/8OG_4RQ2.pdb
8OG,4RQ3,0.9847,0.9728,32,0,1,89,1,4,,../MODNAP_AF3_models/8OG/4RQ3/af_output/8og_4rq3/8og_4rq3_model.cif,../MODNAP/8OG/4RQ3/8OG_4RQ3.pdb
8OG,4RQ4,0.9847,0.969,32,0,1,93,1,5,,../MODNAP_AF3_models/8OG/4RQ4/af_output/8og_4rq4/8og_4rq4_model.cif,../MODNAP/8OG/4RQ4/8OG_4RQ4.pdb
8OG,4RQ5,0.9847,0.9635,32,0,1,92,2,5,,../MODNAP_AF3_models/8OG/4RQ5/af_output/8og_4rq5/8og_4rq5_model.cif,../MODNAP/8OG/4RQ5/8OG_4RQ5.pdb
8OG,4RQ6,0.9847,0.9896,32,0,1,95,0,2,,../MODNAP_AF3_models/8OG/4RQ6/af_output/8og_4rq6/8og_4rq6_model.cif,../MODNAP/8OG/4RQ6/8OG_4RQ6.pdb
8OG,4RQ7,0.9562,0.9224,32,0,3,89,6,9,,../MODNAP_AF3_models/8OG/4RQ7/af_output/8og_4rq7/8og_4rq7_model.cif,../MODNAP/8OG/4RQ7/8OG_4RQ7.pdb
8OG,4RQ8,1.0,0.9724,30,0,0,88,3,2,,../MODNAP_AF3_models/8OG/4RQ8/af_output/8og_4rq8/8og_4rq8_model.cif,../MODNAP/8OG/4RQ8/8OG_4RQ8.pdb
8OG,4UAY,1.0,1.0,32,0,0,95,0,0,,../MODNAP_AF3_models/8OG/4UAY/af_output/8og_4uay/8og_4uay_model.cif,../MODNAP/8OG/4UAY/8OG_4UAY.pdb
8OG,4UAZ,0.9191,0.957,28,1,4,88,1,7,,../MODNAP_AF3_models/8OG/4UAZ/af_output/8og_4uaz/8og_4uaz_model.cif,../MODNAP/8OG/4UAZ/8OG_4UAZ.pdb
8OG,4UBB,0.9191,0.9517,28,1,4,88,2,7,,../MODNAP_AF3_models/8OG/4UBB/af_output/8og_4ubb/8og_4ubb_model.cif,../MODNAP/8OG/4UBB/8OG_4UBB.pdb
8OG,5IIK,1.0,0.982,25,0,0,54,2,0,,../MODNAP_AF3_models/8OG/5IIK/af_output/8og_5iik/8og_5iik_model.cif,../MODNAP/8OG/5IIK/8OG_5IIK.pdb
8OG,5IIL,1.0,0.991,27,0,0,55,1,0,,../MODNAP_AF3_models/8OG/5IIL/af_output/8og_5iil/8og_5iil_model.cif,../MODNAP/8OG/5IIL/8OG_5IIL.pdb
8OG,5IIM,1.0,0.9903,24,0,0,51,1,0,,../MODNAP_AF3_models/8OG/5IIM/af_output/8og_5iim/8og_5iim_model.cif,../MODNAP/8OG/5IIM/8OG_5IIM.pdb
8OG,5IIN,1.0,0.9903,22,0,0,51,1,0,,../MODNAP_AF3_models/8OG/5IIN/af_output/8og_5iin/8og_5iin_model.cif,../MODNAP/8OG/5IIN/8OG_5IIN.pdb
8OG,5IIO,1.0,0.9804,23,0,0,50,1,1,,../MODNAP_AF3_models/8OG/5IIO/af_output/8og_5iio/8og_5iio_model.cif,../MODNAP/8OG/5IIO/8OG_5IIO.pdb
8OG,5KN9,1.0,0.9816,15,0,0,53,2,0,,../MODNAP_AF3_models/8OG/5KN9/af_output/8og_5kn9/8og_5kn9_model.cif,../MODNAP/8OG/5KN9/8OG_5KN9.pdb
8OG,5V1I,1.0,0.9893,36,0,0,92,2,0,,../MODNAP_AF3_models/8OG/5V1I/af_output/8og_5v1i/8og_5v1i_model.cif,../MODNAP/8OG/5V1I/8OG_5V1I.pdb
8OG,5V1O,1.0,1.0,34,0,0,93,0,0,,../MODNAP_AF3_models/8OG/5V1O/af_output/8og_5v1o/8og_5v1o_model.cif,../MODNAP/8OG/5V1O/8OG_5V1O.pdb
8OG,5V1P,1.0,0.9888,33,0,0,88,1,1,,../MODNAP_AF3_models/8OG/5V1P/af_output/8og_5v1p/8og_5v1p_model.cif,../MODNAP/8OG/5V1P/8OG_5V1P.pdb
8OG,5V1R,1.0,0.9893,36,0,0,92,0,2,,../MODNAP_AF3_models/8OG/5V1R/af_output/8og_5v1r/8og_5v1r_model.cif,../MODNAP/8OG/5V1R/8OG_5V1R.pdb
8OG,5VEZ,1.0,0.9888,31,0,0,88,1,1,,../MODNAP_AF3_models/8OG/5VEZ/af_output/8og_5vez/8og_5vez_model.cif,../MODNAP/8OG/5VEZ/8OG_5VEZ.pdb
8OG,5VRX,0.9706,0.9833,33,1,1,88,1,2,,../MODNAP_AF3_models/8OG/5VRX/af_output/8og_5vrx/8og_5vrx_model.cif,../MODNAP/8OG/5VRX/8OG_5VRX.pdb
8OG,5VRY,0.9432,0.9265,33,1,3,88,5,9,,../MODNAP_AF3_models/8OG/5VRY/af_output/8og_5vry/8og_5vry_model.cif,../MODNAP/8OG/5VRY/8OG_5VRY.pdb
8OG,5VS0,0.9597,0.9695,35,0,3,94,0,6,,../MODNAP_AF3_models/8OG/5VS0/af_output/8og_5vs0/8og_5vs0_model.cif,../MODNAP/8OG/5VS0/8OG_5VS0.pdb
8OG,5VS1,0.9843,0.9946,31,0,1,91,0,1,,../MODNAP_AF3_models/8OG/5VS1/af_output/8og_5vs1/8og_5vs1_model.cif,../MODNAP/8OG/5VS1/8OG_5VS1.pdb
8OG,5VS2,0.9837,0.9889,30,1,0,89,2,0,,../MODNAP_AF3_models/8OG/5VS2/af_output/8og_5vs2/8og_5vs2_model.cif,../MODNAP/8OG/5VS2/8OG_5VS2.pdb
8OG,5VS3,0.9847,0.9843,32,0,1,93,0,3,,../MODNAP_AF3_models/8OG/5VS3/af_output/8og_5vs3/8og_5vs3_model.cif,../MODNAP/8OG/5VS3/8OG_5VS3.pdb
8OG,5VS4,0.9847,0.9742,32,0,1,93,0,5,,../MODNAP_AF3_models/8OG/5VS4/af_output/8og_5vs4/8og_5vs4_model.cif,../MODNAP/8OG/5VS4/8OG_5VS4.pdb
8OG,6W2M,1.0,0.9945,34,0,0,90,0,1,,../MODNAP_AF3_models/8OG/6W2M/af_output/8og_6w2m/8og_6w2m_model.cif,../MODNAP/8OG/6W2M/8OG_6W2M.pdb
8OG,7KTN,1.0,0.959,15,0,0,35,2,1,,../MODNAP_AF3_models/8OG/7KTN/af_output/8og_7ktn/8og_7ktn_model.cif,../MODNAP/8OG/7KTN/8OG_7KTN.pdb
8OG,7P8L,0.801,0.8092,16,5,3,38,7,11,,../MODNAP_AF3_models/8OG/7P8L/af_output/8og_7p8l/8og_7p8l_model.cif,../MODNAP/8OG/7P8L/8OG_7P8L.pdb
8OG,7SUV,0.9874,0.9344,39,0,1,121,10,7,,../MODNAP_AF3_models/8OG/7SUV/af_output/8og_7suv/8og_7suv_model.cif,../MODNAP/8OG/7SUV/8OG_7SUV.pdb
8OG,7SVB,0.9648,0.9313,41,1,2,122,9,9,,../MODNAP_AF3_models/8OG/7SVB/af_output/8og_7svb/8og_7svb_model.cif,../MODNAP/8OG/7SVB/8OG_7SVB.pdb
8OG,8BAF,0.0,0.378,0,6,1,8,24,6,,../MODNAP_AF3_models/8OG/8BAF/af_output/8og_8baf/8og_8baf_model.cif,../MODNAP/8OG/8BAF/8OG_8BAF.pdb
8OG,8BAG,0.0,0.3614,0,5,1,8,27,6,,../MODNAP_AF3_models/8OG/8BAG/af_output/8og_8bag/8og_8bag_model.cif,../MODNAP/8OG/8BAG/8OG_8BAG.pdb
8OG,8UUC,0.9271,0.9475,19,1,2,54,2,4,,../MODNAP_AF3_models/8OG/8UUC/af_output/8og_8uuc/8og_8uuc_model.cif,../MODNAP/8OG/8UUC/8OG_8UUC.pdb
8OG,8VWS,0.9781,0.9745,402,6,12,1203,38,25,,../MODNAP_AF3_models/8OG/8VWS/af_output/8og_8vws/8og_8vws_model.cif,../MODNAP/8OG/8VWS/8OG_8VWS.pdb
8OG,8VWU,0.9805,0.9724,401,4,12,1197,35,33,,../MODNAP_AF3_models/8OG/8VWU/af_output/8og_8vwu/8og_8vwu_model.cif,../MODNAP/8OG/8VWU/8OG_8VWU.pdb
8OG,8VX5,0.9592,0.9539,434,11,26,1250,52,69,,../MODNAP_AF3_models/8OG/8VX5/af_output/8og_8vx5/8og_8vx5_model.cif,../MODNAP/8OG/8VX5/8OG_8VX5.pdb
8OG,8XWC,0.9535,0.9201,30,0,3,90,2,14,,../MODNAP_AF3_models/8OG/8XWC/af_output/8og_8xwc/8og_8xwc_model.cif,../MODNAP/8OG/8XWC/8OG_8XWC.pdb
8OG,9KKY,0.9661,0.9357,14,0,1,43,5,1,,../MODNAP_AF3_models/8OG/9KKY/af_output/8og_9kky/8og_9kky_model.cif,../MODNAP/8OG/9KKY/8OG_9KKY.pdb
8OG,9KL8,0.9258,0.89,12,2,0,39,9,1,,../MODNAP_AF3_models/8OG/9KL8/af_output/8og_9kl8/8og_9kl8_model.cif,../MODNAP/8OG/9KL8/8OG_9KL8.pdb
8OG,9NKC,0.884,0.8491,19,3,2,75,8,19,,../MODNAP_AF3_models/8OG/9NKC/af_output/8og_9nkc/8og_9nkc_model.cif,../MODNAP/8OG/9NKC/8OG_9NKC.pdb
8OG,9NKD,0.977,0.9621,21,1,0,76,4,2,,../MODNAP_AF3_models/8OG/9NKD/af_output/8og_9nkd/8og_9nkd_model.cif,../MODNAP/8OG/9NKD/8OG_9NKD.pdb
8OG,9NKE,0.8891,0.9295,20,3,2,79,7,5,,../MODNAP_AF3_models/8OG/9NKE/af_output/8og_9nke/8og_9nke_model.cif,../MODNAP/8OG/9NKE/8OG_9NKE.pdb
A23,1D4R,0.2986,0.3908,18,61,28,58,124,63,,../MODNAP_AF3_models/A23/1D4R/af_output/a23_1d4r/a23_1d4r_model.cif,../MODNAP/A23/1D4R/A23_1D4R.pdb
A23,1M5V,0.9643,0.9585,134,2,8,300,9,17,,../MODNAP_AF3_models/A23/1M5V/af_output/a23_1m5v/a23_1m5v_model.cif,../MODNAP/A23/1M5V/A23_1M5V.pdb
A23,2GCV,0.9362,0.9516,198,14,13,491,23,27,,../MODNAP_AF3_models/A23/2GCV/af_output/a23_2gcv/a23_2gcv_model.cif,../MODNAP/A23/2GCV/A23_2GCV.pdb
A23,2GJW,1.0,0.974,42,0,0,75,2,2,,../MODNAP_AF3_models/A23/2GJW/af_output/a23_2gjw/a23_2gjw_model.cif,../MODNAP/A23/2GJW/A23_2GJW.pdb
A23,2H0W,0.9473,0.9563,197,15,7,492,24,21,,../MODNAP_AF3_models/A23/2H0W/af_output/a23_2h0w/a23_2h0w_model.cif,../MODNAP/A23/2H0W/A23_2H0W.pdb
A23,2HO6,0.9407,0.9524,198,16,9,490,29,20,,../MODNAP_AF3_models/A23/2HO6/af_output/a23_2ho6/a23_2ho6_model.cif,../MODNAP/A23/2HO6/A23_2HO6.pdb
A23,2HO7,0.9279,0.946,193,17,13,499,30,27,,../MODNAP_AF3_models/A23/2HO7/af_output/a23_2ho7/a23_2ho7_model.cif,../MODNAP/A23/2HO7/A23_2HO7.pdb
A23,2XD0,0.9461,0.9332,104,2,10,243,10,25,,../MODNAP_AF3_models/A23/2XD0/af_output/a23_2xd0/a23_2xd0_model.cif,../MODNAP/A23/2XD0/A23_2XD0.pdb
A23,2XDB,0.959,0.9541,35,2,1,83,3,5,,../MODNAP_AF3_models/A23/2XDB/af_output/a23_2xdb/a23_2xdb_model.cif,../MODNAP/A23/2XDB/A23_2XDB.pdb
A23,4ATO,0.9182,0.8855,28,3,2,58,8,7,,../MODNAP_AF3_models/A23/4ATO/af_output/a23_4ato/a23_4ato_model.cif,../MODNAP/A23/4ATO/A23_4ATO.pdb
A23,4P5J,0.9033,0.889,98,9,12,220,24,31,,../MODNAP_AF3_models/A23/4P5J/af_output/a23_4p5j/a23_4p5j_model.cif,../MODNAP/A23/4P5J/A23_4P5J.pdb
A23,4RMO,0.9882,0.9663,125,1,2,258,10,8,,../MODNAP_AF3_models/A23/4RMO/af_output/a23_4rmo/a23_4rmo_model.cif,../MODNAP/A23/4RMO/A23_4RMO.pdb
A23,6OV0,0.0,0.8165,0,0,0,2,1,0,,../MODNAP_AF3_models/A23/6OV0/af_output/a23_6ov0/a23_6ov0_model.cif,../MODNAP/A23/6OV0/A23_6OV0.pdb
A23,7YGL,0.0,1.0,0,0,0,2,0,0,,../MODNAP_AF3_models/A23/7YGL/af_output/a23_7ygl/a23_7ygl_model.cif,../MODNAP/A23/7YGL/A23_7YGL.pdb
A2M,168D,1.0,1.0,10,0,0,30,0,0,,../MODNAP_AF3_models/A2M/168D/af_output/a2m_168d/a2m_168d_model.cif,../MODNAP/A2M/168D/A2M_168D.pdb
A2M,1X9C,0.9678,0.9733,75,2,3,182,3,7,,../MODNAP_AF3_models/A2M/1X9C/af_output/a2m_1x9c/a2m_1x9c_model.cif,../MODNAP/A2M/1X9C/A2M_1X9C.pdb
A2M,1ZFT,0.9861,0.9888,71,1,1,176,2,2,,../MODNAP_AF3_models/A2M/1ZFT/af_output/a2m_1zft/a2m_1zft_model.cif,../MODNAP/A2M/1ZFT/A2M_1ZFT.pdb
A2M,2D2K,0.9741,0.9732,75,1,3,181,3,7,,../MODNAP_AF3_models/A2M/2D2K/af_output/a2m_2d2k/a2m_2d2k_model.cif,../MODNAP/A2M/2D2K/A2M_2D2K.pdb
A2M,2FIJ,0.8944,0.9186,8,0,2,27,0,5,,../MODNAP_AF3_models/A2M/2FIJ/af_output/a2m_2fij/a2m_2fij_model.cif,../MODNAP/A2M/2FIJ/A2M_2FIJ.pdb
A2M,2FIL,1.0,0.8362,8,0,0,20,2,6,,../MODNAP_AF3_models/A2M/2FIL/af_output/a2m_2fil/a2m_2fil_model.cif,../MODNAP/A2M/2FIL/A2M_2FIL.pdb
A2M,2NZ4,0.9495,0.9166,216,12,11,456,38,45,,../MODNAP_AF3_models/A2M/2NZ4/af_output/a2m_2nz4/a2m_2nz4_model.cif,../MODNAP/A2M/2NZ4/A2M_2NZ4.pdb
A2M,3G8S,0.9235,0.8998,211,21,14,449,50,50,,../MODNAP_AF3_models/A2M/3G8S/af_output/a2m_3g8s/a2m_3g8s_model.cif,../MODNAP/A2M/3G8S/A2M_3G8S.pdb
A2M,3G8T,0.8991,0.8963,209,19,28,461,40,67,,../MODNAP_AF3_models/A2M/3G8T/af_output/a2m_3g8t/a2m_3g8t_model.cif,../MODNAP/A2M/3G8T/A2M_3G8T.pdb
A2M,3G96,0.9541,0.9283,218,13,8,466,31,41,,../MODNAP_AF3_models/A2M/3G96/af_output/a2m_3g96/a2m_3g96_model.cif,../MODNAP/A2M/3G96/A2M_3G96.pdb
A2M,3L3C,0.902,0.8902,207,22,23,442,56,53,,../MODNAP_AF3_models/A2M/3L3C/af_output/a2m_3l3c/a2m_3l3c_model.cif,../MODNAP/A2M/3L3C/A2M_3L3C.pdb
A2M,7DID,0.0,1.0,0,0,0,1,0,0,,../MODNAP_AF3_models/A2M/7DID/af_output/a2m_7did/a2m_7did_model.cif,../MODNAP/A2M/7DID/A2M_7DID.pdb
A2M,8VUO,0.0,1.0,0,0,0,1,0,0,,../MODNAP_AF3_models/A2M/8VUO/af_output/a2m_8vuo/a2m_8vuo_model.cif,../MODNAP/A2M/8VUO/A2M_8VUO.pdb
A2M,9AUR,0.9095,0.9157,15,2,1,38,4,3,,../MODNAP_AF3_models/A2M/9AUR/af_output/a2m_9aur/a2m_9aur_model.cif,../MODNAP/A2M/9AUR/A2M_9AUR.pdb
A3P,1OUQ,0.9484,0.9114,64,5,2,225,30,14,,../MODNAP_AF3_models/A3P/1OUQ/af_output/a3p_1ouq/a3p_1ouq_model.cif,../MODNAP/A3P/1OUQ/A3P_1OUQ.pdb
